co2,temperature,humidity,rainfall,pyrano,hour,date
549.0,24.226,100.0,0.0,0.0,0,2025-04-24
549.0,24.156,100.0,0.0,0.0,0,2025-04-24
549.0,24.226,100.0,0.0,0.0,0,2025-04-24
549.0,24.226,100.0,0.0,0.0,0,2025-04-24
549.0,24.226,100.0,0.0,0.0,0,2025-04-24
549.0,24.212,100.0,0.0,0.0,0,2025-04-24
549.0,24.186,100.0,0.0,0.0,0,2025-04-24
549.0,24.212,100.0,0.0,0.0,0,2025-04-24
549.0,24.071,100.0,0.0,0.0,0,2025-04-24
549.0,24.127,100.0,0.0,0.0,0,2025-04-24
549.0,24.199,100.0,0.0,0.0,0,2025-04-24
549.0,24.156,100.0,0.0,0.0,0,2025-04-24
549.0,24.212,100.0,0.0,0.0,0,2025-04-24
549.0,24.311,100.0,0.0,0.0,0,2025-04-24
549.0,24.242,100.0,0.0,0.0,0,2025-04-24
549.0,24.242,100.0,0.0,0.0,0,2025-04-24
549.0,24.338,100.0,0.0,0.0,0,2025-04-24
549.0,24.282,100.0,0.0,0.0,0,2025-04-24
549.0,24.282,100.0,0.0,0.0,0,2025-04-24
549.0,24.469,100.0,0.0,0.0,0,2025-04-24
549.0,24.338,100.0,0.0,0.0,0,2025-04-24
549.0,24.469,100.0,0.0,0.0,0,2025-04-24
549.0,24.338,100.0,0.0,0.0,0,2025-04-24
549.0,24.394,100.0,0.0,0.0,0,2025-04-24
549.0,24.268,100.0,0.0,0.0,0,2025-04-24
549.0,24.482,100.0,0.0,0.0,1,2025-04-24
549.0,24.482,100.0,0.0,0.0,1,2025-04-24
549.0,24.482,100.0,0.0,0.0,1,2025-04-24
549.0,24.482,100.0,0.0,0.0,1,2025-04-24
549.0,24.423,100.0,0.0,0.0,1,2025-04-24
549.0,24.469,100.0,0.0,0.0,1,2025-04-24
585.0,24.367,100.0,0.0,0.0,1,2025-04-24
563.0,24.394,100.0,0.0,0.0,1,2025-04-24
560.0,24.394,100.0,0.0,0.0,1,2025-04-24
562.0,24.311,100.0,0.0,0.0,1,2025-04-24
573.0,24.38,100.0,0.0,0.0,1,2025-04-24
578.0,24.423,100.0,0.0,0.0,1,2025-04-24
556.0,24.338,100.0,0.0,0.0,1,2025-04-24
556.0,24.367,100.0,0.0,0.0,1,2025-04-24
591.0,24.394,100.0,0.0,0.0,1,2025-04-24
588.0,24.469,100.0,0.0,0.0,1,2025-04-24
583.0,24.354,100.0,0.0,0.0,1,2025-04-24
573.0,24.394,100.0,0.0,0.0,1,2025-04-24
571.0,24.367,100.0,0.0,0.0,1,2025-04-24
563.0,24.437,100.0,0.0,0.0,1,2025-04-24
565.0,24.367,100.0,0.0,0.0,1,2025-04-24
571.0,24.437,100.0,0.0,0.0,1,2025-04-24
557.0,24.495,100.0,0.0,0.0,1,2025-04-24
560.0,24.41,100.0,0.0,0.0,1,2025-04-24
569.0,24.367,100.0,0.0,0.0,1,2025-04-24
577.0,24.509,100.0,0.0,0.0,1,2025-04-24
580.0,24.437,100.0,0.0,0.0,1,2025-04-24
580.0,24.469,100.0,0.0,0.0,1,2025-04-24
576.0,24.495,100.0,0.0,0.0,1,2025-04-24
579.0,24.437,100.0,0.0,0.0,1,2025-04-24
583.0,24.437,100.0,0.0,0.0,1,2025-04-24
589.0,24.324,100.0,0.0,0.0,1,2025-04-24
592.0,24.437,100.0,0.0,0.0,1,2025-04-24
592.0,24.437,100.0,0.0,0.0,1,2025-04-24
592.0,24.45,100.0,0.0,0.0,1,2025-04-24
592.0,24.367,100.0,0.0,0.0,1,2025-04-24
592.0,24.38,100.0,0.0,0.0,1,2025-04-24
592.0,24.525,100.0,0.0,0.0,1,2025-04-24
592.0,24.495,100.0,0.0,0.0,1,2025-04-24
592.0,24.41,100.0,0.0,0.0,1,2025-04-24
592.0,24.45,100.0,0.0,0.0,1,2025-04-24
592.0,24.423,100.0,0.0,0.0,1,2025-04-24
592.0,24.38,100.0,0.0,0.0,1,2025-04-24
592.0,24.45,100.0,0.0,0.0,1,2025-04-24
592.0,24.423,100.0,0.0,0.0,1,2025-04-24
592.0,24.394,100.0,0.0,0.0,1,2025-04-24
592.0,24.423,100.0,0.0,0.0,1,2025-04-24
592.0,24.482,100.0,0.0,0.0,1,2025-04-24
592.0,24.482,100.0,0.0,0.0,1,2025-04-24
592.0,24.367,100.0,0.0,0.0,1,2025-04-24
592.0,24.437,100.0,0.0,0.0,1,2025-04-24
592.0,24.354,100.0,0.0,0.0,1,2025-04-24
592.0,24.423,100.0,0.0,0.0,1,2025-04-24
592.0,24.41,100.0,0.0,0.0,1,2025-04-24
592.0,24.354,100.0,0.0,0.0,1,2025-04-24
592.0,24.338,100.0,0.0,0.0,1,2025-04-24
592.0,24.324,100.0,0.0,0.0,1,2025-04-24
592.0,24.437,100.0,0.0,0.0,1,2025-04-24
592.0,24.423,100.0,0.0,0.0,1,2025-04-24
592.0,24.367,100.0,0.0,0.0,1,2025-04-24
592.0,24.394,100.0,0.0,0.0,2,2025-04-24
592.0,24.394,100.0,0.0,0.0,2,2025-04-24
592.0,24.394,100.0,0.0,0.0,2,2025-04-24
592.0,24.394,100.0,0.0,0.0,2,2025-04-24
592.0,24.338,100.0,0.0,0.0,2,2025-04-24
592.0,24.311,100.0,0.0,0.0,2,2025-04-24
562.0,24.311,100.0,0.0,0.0,2,2025-04-24
558.0,24.268,100.0,0.0,0.0,2,2025-04-24
556.0,24.38,100.0,0.0,0.0,2,2025-04-24
559.0,24.282,100.0,0.0,0.0,2,2025-04-24
555.0,24.311,100.0,0.0,0.0,2,2025-04-24
554.0,24.268,100.0,0.0,0.0,2,2025-04-24
559.0,24.255,100.0,0.0,0.0,2,2025-04-24
557.0,24.156,100.0,0.0,0.0,2,2025-04-24
555.0,24.212,100.0,0.0,0.0,2,2025-04-24
554.0,24.338,100.0,0.0,0.0,2,2025-04-24
554.0,24.298,100.0,0.0,0.0,2,2025-04-24
552.0,24.212,100.0,0.0,0.0,2,2025-04-24
549.0,24.255,100.0,0.0,0.0,2,2025-04-24
549.0,24.255,100.0,0.0,0.0,2,2025-04-24
548.0,24.212,100.0,0.0,0.0,2,2025-04-24
548.0,24.338,100.0,0.0,0.0,2,2025-04-24
548.0,24.282,100.0,0.0,0.0,2,2025-04-24
548.0,24.242,100.0,0.0,0.0,2,2025-04-24
547.0,24.255,100.0,0.0,0.0,2,2025-04-24
548.0,24.156,100.0,0.0,0.0,2,2025-04-24
546.0,24.17,100.0,0.0,0.0,2,2025-04-24
546.0,24.226,100.0,0.0,0.0,2,2025-04-24
553.0,24.113,100.0,0.0,0.0,2,2025-04-24
552.0,24.113,100.0,0.0,0.0,2,2025-04-24
557.0,24.17,100.0,0.0,0.0,2,2025-04-24
557.0,24.071,100.0,0.0,0.0,2,2025-04-24
552.0,24.087,100.0,0.0,0.0,2,2025-04-24
553.0,24.087,100.0,0.0,0.0,2,2025-04-24
554.0,24.044,100.0,0.0,0.0,2,2025-04-24
553.0,24.143,100.0,0.0,0.0,2,2025-04-24
548.0,24.143,100.0,0.0,0.0,2,2025-04-24
548.0,24.1,100.0,0.0,0.0,2,2025-04-24
548.0,24.113,100.0,0.0,0.0,2,2025-04-24
548.0,24.127,100.0,0.0,0.0,2,2025-04-24
548.0,24.127,100.0,0.0,0.0,2,2025-04-24
548.0,24.17,100.0,0.0,0.0,2,2025-04-24
548.0,24.113,100.0,0.0,0.0,2,2025-04-24
548.0,24.044,100.0,0.0,0.0,2,2025-04-24
548.0,24.071,100.0,0.0,0.0,2,2025-04-24
548.0,23.945,100.0,0.0,0.0,2,2025-04-24
548.0,24.071,100.0,0.0,0.0,2,2025-04-24
548.0,24.015,100.0,0.0,0.0,2,2025-04-24
548.0,24.057,100.0,0.0,0.0,2,2025-04-24
548.0,24.015,100.0,0.0,0.0,2,2025-04-24
548.0,23.988,100.0,0.0,0.0,2,2025-04-24
548.0,23.932,100.0,0.0,0.0,2,2025-04-24
548.0,24.015,100.0,0.0,0.0,2,2025-04-24
548.0,24.001,100.0,0.0,0.0,2,2025-04-24
548.0,24.015,100.0,0.0,0.0,2,2025-04-24
548.0,23.932,100.0,0.0,0.0,2,2025-04-24
548.0,23.886,100.0,0.0,0.0,2,2025-04-24
548.0,23.959,100.0,0.0,0.0,2,2025-04-24
548.0,23.919,100.0,0.0,0.0,2,2025-04-24
548.0,23.9,100.0,0.0,0.0,2,2025-04-24
548.0,23.932,100.0,0.0,0.0,3,2025-04-24
548.0,23.932,100.0,0.0,0.0,3,2025-04-24
548.0,23.932,100.0,0.0,0.0,3,2025-04-24
548.0,23.932,100.0,0.0,0.0,3,2025-04-24
548.0,23.844,100.0,0.0,0.0,3,2025-04-24
548.0,23.83,100.0,0.0,0.0,3,2025-04-24
528.0,23.919,100.0,0.0,0.0,3,2025-04-24
527.0,23.886,100.0,0.0,0.0,3,2025-04-24
520.0,23.873,100.0,0.0,0.0,3,2025-04-24
520.0,23.83,100.0,0.0,0.0,3,2025-04-24
524.0,23.886,100.0,0.0,0.0,3,2025-04-24
521.0,23.86,100.0,0.0,0.0,3,2025-04-24
521.0,23.748,100.0,0.0,0.0,3,2025-04-24
508.0,23.732,100.0,0.0,0.0,3,2025-04-24
505.0,23.692,100.0,0.0,0.0,3,2025-04-24
504.0,23.86,100.0,0.0,0.0,3,2025-04-24
505.0,23.83,100.0,0.0,0.0,3,2025-04-24
513.0,23.774,100.0,0.0,0.0,3,2025-04-24
513.0,23.774,100.0,0.0,0.0,3,2025-04-24
511.0,23.86,100.0,0.0,0.0,3,2025-04-24
511.0,23.788,100.0,0.0,0.0,3,2025-04-24
509.0,23.718,100.0,0.0,0.0,3,2025-04-24
508.0,23.748,100.0,0.0,0.0,3,2025-04-24
508.0,23.873,100.0,0.0,0.0,3,2025-04-24
509.0,23.873,100.0,0.0,0.0,3,2025-04-24
510.0,23.788,100.0,0.0,0.0,3,2025-04-24
510.0,23.788,100.0,0.0,0.0,3,2025-04-24
511.0,23.705,100.0,0.0,0.0,3,2025-04-24
516.0,23.676,100.0,0.0,0.0,3,2025-04-24
517.0,23.662,100.0,0.0,0.0,3,2025-04-24
514.0,23.649,100.0,0.0,0.0,3,2025-04-24
514.0,23.619,100.0,0.0,0.0,3,2025-04-24
519.0,23.705,100.0,0.0,0.0,3,2025-04-24
522.0,23.662,100.0,0.0,0.0,3,2025-04-24
521.0,23.649,100.0,0.0,0.0,3,2025-04-24
521.0,23.705,100.0,0.0,0.0,3,2025-04-24
521.0,23.662,100.0,0.0,0.0,3,2025-04-24
521.0,23.606,100.0,0.0,0.0,3,2025-04-24
521.0,23.635,100.0,0.0,0.0,3,2025-04-24
521.0,23.537,100.0,0.0,0.0,3,2025-04-24
521.0,23.593,100.0,0.0,0.0,3,2025-04-24
521.0,23.577,100.0,0.0,0.0,3,2025-04-24
521.0,23.606,100.0,0.0,0.0,3,2025-04-24
521.0,23.649,100.0,0.0,0.0,3,2025-04-24
521.0,23.563,100.0,0.0,0.0,3,2025-04-24
521.0,23.593,100.0,0.0,0.0,3,2025-04-24
521.0,23.635,100.0,0.0,0.0,3,2025-04-24
521.0,23.55,100.0,0.0,0.0,3,2025-04-24
521.0,23.55,100.0,0.0,0.0,3,2025-04-24
521.0,23.593,100.0,0.0,0.0,3,2025-04-24
521.0,23.606,100.0,0.0,0.0,3,2025-04-24
521.0,23.593,100.0,0.0,0.0,3,2025-04-24
521.0,23.577,100.0,0.0,0.0,3,2025-04-24
521.0,23.55,100.0,0.0,0.0,3,2025-04-24
521.0,23.521,100.0,0.0,0.0,3,2025-04-24
521.0,23.494,100.0,0.0,0.0,3,2025-04-24
521.0,23.465,100.0,0.0,0.0,3,2025-04-24
521.0,23.521,100.0,0.0,0.0,3,2025-04-24
521.0,23.408,100.0,0.0,0.0,3,2025-04-24
521.0,23.408,100.0,0.0,0.0,3,2025-04-24
521.0,23.494,100.0,0.0,0.0,4,2025-04-24
521.0,23.494,100.0,0.0,0.0,4,2025-04-24
521.0,23.494,100.0,0.0,0.0,4,2025-04-24
521.0,23.494,100.0,0.0,0.0,4,2025-04-24
521.0,23.438,100.0,0.0,0.0,4,2025-04-24
521.0,23.382,100.0,0.0,0.0,4,2025-04-24
518.0,23.438,100.0,0.0,0.0,4,2025-04-24
517.0,23.368,100.0,0.0,0.0,4,2025-04-24
514.0,23.382,100.0,0.0,0.0,4,2025-04-24
508.0,23.336,100.0,0.0,0.0,4,2025-04-24
506.0,23.323,100.0,0.0,0.0,4,2025-04-24
505.0,23.395,100.0,0.0,0.0,4,2025-04-24
505.0,23.323,100.0,0.0,0.0,4,2025-04-24
504.0,23.368,100.0,0.0,0.0,4,2025-04-24
502.0,23.382,100.0,0.0,0.0,4,2025-04-24
503.0,23.323,100.0,0.0,0.0,4,2025-04-24
503.0,23.395,100.0,0.0,0.0,4,2025-04-24
504.0,23.55,100.0,0.0,0.0,4,2025-04-24
500.0,23.336,100.0,0.0,0.0,4,2025-04-24
498.0,23.323,100.0,0.0,0.0,4,2025-04-24
498.0,23.31,100.0,0.0,0.0,4,2025-04-24
504.0,23.368,100.0,0.0,0.0,4,2025-04-24
506.0,23.323,100.0,0.0,0.0,4,2025-04-24
511.0,23.254,100.0,0.0,0.0,4,2025-04-24
511.0,23.31,100.0,0.0,0.0,4,2025-04-24
501.0,23.267,100.0,0.0,0.0,4,2025-04-24
497.0,23.254,100.0,0.0,0.0,4,2025-04-24
495.0,23.35,100.0,0.0,0.0,4,2025-04-24
493.0,23.294,100.0,0.0,0.0,4,2025-04-24
494.0,23.465,100.0,0.0,0.0,4,2025-04-24
495.0,23.336,100.0,0.0,0.0,4,2025-04-24
495.0,23.31,100.0,0.0,0.0,4,2025-04-24
516.0,23.28,100.0,0.0,0.0,4,2025-04-24
518.0,23.238,100.0,0.0,0.0,4,2025-04-24
533.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.238,100.0,0.0,0.0,4,2025-04-24
528.0,23.141,100.0,0.0,0.0,4,2025-04-24
528.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.28,100.0,0.0,0.0,4,2025-04-24
528.0,23.224,100.0,0.0,0.0,4,2025-04-24
528.0,23.211,100.0,0.0,0.0,4,2025-04-24
528.0,23.198,100.0,0.0,0.0,4,2025-04-24
528.0,23.238,100.0,0.0,0.0,4,2025-04-24
528.0,23.168,100.0,0.0,0.0,4,2025-04-24
528.0,23.224,100.0,0.0,0.0,4,2025-04-24
528.0,23.125,100.0,0.0,0.0,4,2025-04-24
528.0,23.155,100.0,0.0,0.0,4,2025-04-24
528.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.267,100.0,0.0,0.0,4,2025-04-24
528.0,23.224,100.0,0.0,0.0,4,2025-04-24
528.0,23.141,100.0,0.0,0.0,4,2025-04-24
528.0,23.125,100.0,0.0,0.0,4,2025-04-24
528.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.31,100.0,0.0,0.0,4,2025-04-24
528.0,23.294,100.0,0.0,0.0,4,2025-04-24
528.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.294,100.0,0.0,0.0,4,2025-04-24
528.0,23.254,100.0,0.0,0.0,4,2025-04-24
528.0,23.294,100.0,0.0,0.0,4,2025-04-24
528.0,23.28,100.0,0.0,0.0,4,2025-04-24
528.0,23.168,100.0,0.0,0.0,5,2025-04-24
528.0,23.168,100.0,0.0,0.0,5,2025-04-24
528.0,23.168,100.0,0.0,0.0,5,2025-04-24
528.0,23.168,100.0,0.0,0.0,5,2025-04-24
528.0,23.198,100.0,0.0,0.0,5,2025-04-24
528.0,23.323,100.0,0.0,0.0,5,2025-04-24
528.0,23.336,100.0,0.0,0.0,5,2025-04-24
525.0,23.336,100.0,0.0,0.0,5,2025-04-24
524.0,23.336,100.0,0.0,0.0,5,2025-04-24
524.0,23.35,100.0,0.0,1.0,5,2025-04-24
524.0,23.368,100.0,0.0,1.0,5,2025-04-24
524.0,23.336,100.0,0.0,1.0,5,2025-04-24
524.0,23.323,100.0,0.0,1.0,5,2025-04-24
524.0,23.294,100.0,0.0,1.0,5,2025-04-24
524.0,23.35,100.0,0.0,1.0,5,2025-04-24
524.0,23.211,100.0,0.0,1.0,5,2025-04-24
538.0,23.28,100.0,0.0,2.0,5,2025-04-24
528.0,23.254,100.0,0.0,2.0,5,2025-04-24
526.0,23.323,100.0,0.0,3.0,5,2025-04-24
534.0,23.382,100.0,0.0,3.0,5,2025-04-24
529.0,23.408,100.0,0.0,4.0,5,2025-04-24
519.0,23.336,100.0,0.0,5.0,5,2025-04-24
518.0,23.395,100.0,0.0,6.0,5,2025-04-24
518.0,23.465,100.0,0.0,7.0,5,2025-04-24
517.0,23.425,100.0,0.0,7.0,5,2025-04-24
513.0,23.425,100.0,0.0,8.0,5,2025-04-24
514.0,23.408,100.0,0.0,10.0,5,2025-04-24
516.0,23.395,100.0,0.0,11.0,5,2025-04-24
516.0,23.425,100.0,0.0,13.0,5,2025-04-24
517.0,23.521,100.0,0.0,15.0,5,2025-04-24
524.0,23.481,100.0,0.0,16.0,5,2025-04-24
524.0,23.494,100.0,0.0,18.0,5,2025-04-24
524.0,23.635,100.0,0.0,19.0,5,2025-04-24
533.0,23.451,100.0,0.0,21.0,5,2025-04-24
539.0,23.606,100.0,0.0,22.0,5,2025-04-24
538.0,23.593,100.0,0.0,23.0,5,2025-04-24
538.0,23.593,100.0,0.0,24.0,5,2025-04-24
538.0,23.662,100.0,0.0,26.0,5,2025-04-24
538.0,23.705,100.0,0.0,28.0,5,2025-04-24
538.0,23.649,100.0,0.0,30.0,5,2025-04-24
538.0,23.718,100.0,0.0,32.0,5,2025-04-24
538.0,23.662,100.0,0.0,34.0,5,2025-04-24
538.0,23.732,100.0,0.0,36.0,5,2025-04-24
538.0,23.817,100.0,0.0,38.0,5,2025-04-24
538.0,23.804,100.0,0.0,40.0,5,2025-04-24
538.0,23.86,100.0,0.0,42.0,5,2025-04-24
538.0,23.873,100.0,0.0,44.0,5,2025-04-24
538.0,23.83,100.0,0.0,45.0,5,2025-04-24
538.0,23.886,100.0,0.0,47.0,5,2025-04-24
538.0,24.001,100.0,0.0,48.0,5,2025-04-24
538.0,23.932,100.0,0.0,48.0,5,2025-04-24
538.0,24.044,100.0,0.0,48.0,5,2025-04-24
538.0,24.087,100.0,0.0,48.0,5,2025-04-24
538.0,23.959,100.0,0.0,48.0,5,2025-04-24
538.0,23.975,100.0,0.0,48.0,5,2025-04-24
538.0,24.044,100.0,0.0,48.0,5,2025-04-24
538.0,24.044,100.0,0.0,48.0,5,2025-04-24
538.0,24.044,100.0,0.0,48.0,5,2025-04-24
538.0,23.959,100.0,0.0,48.0,5,2025-04-24
538.0,24.071,100.0,0.0,48.0,5,2025-04-24
538.0,24.143,100.0,0.0,48.0,6,2025-04-24
538.0,24.143,100.0,0.0,48.0,6,2025-04-24
538.0,24.143,100.0,0.0,48.0,6,2025-04-24
538.0,24.143,100.0,0.0,48.0,6,2025-04-24
538.0,24.071,100.0,0.0,48.0,6,2025-04-24
538.0,24.1,100.0,0.0,47.0,6,2025-04-24
550.0,24.057,100.0,0.0,47.0,6,2025-04-24
546.0,24.1,100.0,0.0,47.0,6,2025-04-24
545.0,24.156,100.0,0.0,47.0,6,2025-04-24
543.0,24.17,100.0,0.0,47.0,6,2025-04-24
543.0,24.044,100.0,0.0,48.0,6,2025-04-24
543.0,24.186,100.0,0.0,48.0,6,2025-04-24
541.0,24.127,100.0,0.0,49.0,6,2025-04-24
543.0,24.242,100.0,0.0,50.0,6,2025-04-24
542.0,24.226,100.0,0.0,51.0,6,2025-04-24
537.0,24.212,100.0,0.0,53.0,6,2025-04-24
538.0,24.212,100.0,0.0,55.0,6,2025-04-24
543.0,24.212,100.0,0.0,57.0,6,2025-04-24
548.0,24.242,100.0,0.0,59.0,6,2025-04-24
548.0,24.298,100.0,0.0,62.0,6,2025-04-24
545.0,24.367,100.0,0.0,64.0,6,2025-04-24
545.0,24.268,100.0,0.0,66.0,6,2025-04-24
540.0,24.45,100.0,0.0,69.0,6,2025-04-24
539.0,24.45,100.0,0.0,73.0,6,2025-04-24
537.0,24.538,100.0,0.0,76.0,6,2025-04-24
538.0,24.551,100.0,0.0,80.0,6,2025-04-24
535.0,24.565,100.0,0.0,84.0,6,2025-04-24
532.0,24.677,100.0,0.0,86.0,6,2025-04-24
530.0,24.706,100.0,0.0,88.0,6,2025-04-24
528.0,24.621,100.0,0.0,90.0,6,2025-04-24
526.0,24.495,100.0,0.0,92.0,6,2025-04-24
529.0,24.664,100.0,0.0,95.0,6,2025-04-24
525.0,24.65,100.0,0.0,98.0,6,2025-04-24
524.0,24.677,100.0,0.0,101.0,6,2025-04-24
526.0,24.706,100.0,0.0,105.0,6,2025-04-24
524.0,24.72,100.0,0.0,108.0,6,2025-04-24
523.0,24.621,100.0,0.0,111.0,6,2025-04-24
523.0,24.861,100.0,0.0,115.0,6,2025-04-24
523.0,24.96,100.0,0.0,118.0,6,2025-04-24
523.0,24.944,100.0,0.0,123.0,6,2025-04-24
523.0,24.944,100.0,0.0,127.0,6,2025-04-24
523.0,24.931,100.0,0.0,131.0,6,2025-04-24
523.0,25.187,100.0,0.0,134.0,6,2025-04-24
523.0,25.312,100.0,0.0,137.0,6,2025-04-24
523.0,25.243,100.0,0.0,140.0,6,2025-04-24
523.0,25.171,100.0,0.0,143.0,6,2025-04-24
523.0,25.256,100.0,0.0,146.0,6,2025-04-24
523.0,25.523,100.0,0.0,149.0,6,2025-04-24
523.0,25.721,100.0,0.0,151.0,6,2025-04-24
523.0,25.467,99.78,0.0,153.0,6,2025-04-24
523.0,25.537,100.0,0.0,155.0,6,2025-04-24
523.0,25.398,98.941,0.0,158.0,6,2025-04-24
523.0,25.454,99.765,0.0,161.0,6,2025-04-24
523.0,25.369,98.68,0.0,163.0,6,2025-04-24
523.0,25.625,99.95,0.0,163.0,6,2025-04-24
523.0,25.467,97.687,0.0,163.0,6,2025-04-24
523.0,25.369,98.506,0.0,161.0,6,2025-04-24
523.0,25.411,97.998,0.0,157.0,6,2025-04-24
523.0,25.494,98.286,0.0,156.0,6,2025-04-24
523.0,25.806,97.665,0.0,158.0,6,2025-04-24
523.0,25.849,98.421,0.0,162.0,7,2025-04-24
523.0,25.849,98.421,0.0,162.0,7,2025-04-24
523.0,25.849,98.421,0.0,162.0,7,2025-04-24
523.0,25.849,98.421,0.0,162.0,7,2025-04-24
523.0,26.202,96.558,0.0,184.0,7,2025-04-24
523.0,26.287,95.503,0.0,201.0,7,2025-04-24
494.0,26.439,95.344,0.0,210.0,7,2025-04-24
493.0,26.725,95.619,0.0,199.0,7,2025-04-24
485.0,26.877,93.445,0.0,188.0,7,2025-04-24
483.0,27.104,93.599,0.0,184.0,7,2025-04-24
485.0,27.174,92.804,0.0,183.0,7,2025-04-24
485.0,27.443,92.099,0.0,189.0,7,2025-04-24
484.0,27.724,90.597,0.0,196.0,7,2025-04-24
477.0,27.513,91.324,0.0,210.0,7,2025-04-24
478.0,27.75,91.342,0.0,230.0,7,2025-04-24
478.0,27.908,90.436,0.0,235.0,7,2025-04-24
478.0,28.033,90.369,0.0,255.0,7,2025-04-24
478.0,28.431,88.76,0.0,294.0,7,2025-04-24
470.0,28.063,88.225,0.0,314.0,7,2025-04-24
470.0,27.993,88.994,0.0,351.0,7,2025-04-24
470.0,28.514,87.503,0.0,341.0,7,2025-04-24
470.0,28.712,86.436,0.0,372.0,7,2025-04-24
470.0,28.656,86.4,0.0,350.0,7,2025-04-24
458.0,29.401,84.541,0.0,327.0,7,2025-04-24
456.0,29.532,84.413,0.0,235.0,7,2025-04-24
455.0,29.67,83.456,0.0,219.0,7,2025-04-24
456.0,30.01,83.072,0.0,212.0,7,2025-04-24
456.0,29.331,84.874,0.0,211.0,7,2025-04-24
461.0,28.696,86.032,0.0,212.0,7,2025-04-24
461.0,29.008,85.617,0.0,216.0,7,2025-04-24
459.0,29.275,85.249,0.0,223.0,7,2025-04-24
462.0,28.244,87.636,0.0,233.0,7,2025-04-24
461.0,27.908,89.03,0.0,261.0,7,2025-04-24
461.0,28.925,86.505,0.0,300.0,7,2025-04-24
462.0,28.781,86.857,0.0,274.0,7,2025-04-24
462.0,27.908,89.259,0.0,323.0,7,2025-04-24
462.0,27.825,89.343,0.0,267.0,7,2025-04-24
462.0,27.977,89.969,0.0,315.0,7,2025-04-24
462.0,28.64,88.199,0.0,426.0,7,2025-04-24
462.0,28.808,88.028,0.0,437.0,7,2025-04-24
462.0,28.995,87.356,0.0,406.0,7,2025-04-24
462.0,29.246,85.663,0.0,475.0,7,2025-04-24
462.0,29.769,85.937,0.0,479.0,7,2025-04-24
462.0,29.839,85.565,0.0,497.0,7,2025-04-24
462.0,29.839,84.738,0.0,499.0,7,2025-04-24
462.0,30.389,82.159,0.0,508.0,7,2025-04-24
462.0,31.801,78.804,0.0,546.0,7,2025-04-24
462.0,32.621,75.505,0.0,354.0,7,2025-04-24
462.0,31.745,78.851,0.0,500.0,7,2025-04-24
462.0,32.634,76.968,0.0,470.0,7,2025-04-24
462.0,33.58,72.636,0.0,420.0,7,2025-04-24
462.0,33.254,73.652,0.0,472.0,7,2025-04-24
462.0,33.323,73.983,0.0,450.0,7,2025-04-24
462.0,33.705,72.967,0.0,459.0,7,2025-04-24
462.0,34.004,71.794,0.0,410.0,7,2025-04-24
462.0,33.665,72.476,0.0,357.0,7,2025-04-24
462.0,33.51,72.306,0.0,325.0,7,2025-04-24
462.0,31.996,77.409,0.0,349.0,7,2025-04-24
462.0,31.815,78.071,0.0,351.0,7,2025-04-24
462.0,31.673,78.984,0.0,322.0,7,2025-04-24
